店铺id,店铺名称,风格标签,店铺评分,月销量,配送费用（元）,配置起步价（元）,配送时长（分钟）,店铺地址
161191990,丰顺客家三及第,米粉面馆,3.5,32,9,20,37,深圳市南山区南头街道升平里广场02号
161380398,金牌隆江猪脚饭(荔芳店),简餐,4.5,223,5.5,20,33,深圳市南山区南山街道学府路荔芳村B栋105
157239429,金麦王比萨,披萨意面,4.4,1,8,80,40,深圳市南山区南山街道南光正龙村74号101铺
161299224,芙蓉小馆,川湘菜,4.5,88,4.5,20,43,深圳市南山区南山街道北头村三坊20号04号铺
159164952,真有范（登良路店）,盖浇饭,4.3,200,6.5,20,37,深圳市南山区登良路登良花园16栋106
157956614,正宗淮南牛肉汤(南山总店),地方小吃,4.9,47,7.5,20,37,深圳市南山区南山街道南油第二工业区207栋一楼14-A
159484422,新至尊烧腊店,烧腊饭,4.7,417,6.5,20,44,深圳市南山区粤海街道华明路6号108-109
157891914,老街美味牛杂（丁头村店）,地方小吃,4.4,29,9,20,35,深圳市南山区南山街道丁头村12-1
159411647,骆记老字号老成都面馆(后海店),米粉面馆,3.5,16,5.5,20,39,深圳市南山区粤海后海路后海村130号一楼东铺
160251204,好一处水饺（南山店）,东北菜,4.4,27,6,20,41,深圳市南山区南山街道向南西街40-1
156089440,十里香小吃店,地方小吃,4.4,1,9,20,33,深圳市南山区南头街道大新街72号101
154328222,润仟祥黄焖鸡米饭,简餐,4,53,8,20,31,深圳市南山区南山街道桂庙路116
143441628,华记客家三及第(南光店),米粉面馆,4.9,81,6,20,34,深圳市南山区南山街道南光花园7栋A铺
147197602,云泉椰子鸡,粤菜,4.4,23,8.5,20,34,深圳市南山区南山大道2017号中兴之家1#北101-106
154672645,渝味杨创意川菜,盖浇饭,5,65,7,20,37,深圳市南山区南头街道一甲片区A-2地块路东方新地苑裙楼120#铺
161693417,南李湖南大碗菜,川湘菜,4.4,72,8,20,29,深圳市南山区南光路阳光华艺大厦1栋106
161521160,老上海馄饨铺(深大店),饺子馄饨,4.6,33,8,20,28,深圳市南山区粤海街道科兴路11号深南花园裙楼104号
160133526,黄焖鸡米饭(桂庙店),简餐,4.4,2426,5,20,28,深圳市南山区粤海街道学府路桂庙新村西部创业园39-1号
161378809,林哥凉皮,米粉面馆,5,27,6,20,31,深圳市南山区粤海街道桂庙新村35栋1楼
157995483,汕头苏记牛肉火锅,火锅烤鱼,5,23,6,20,38,深圳市南山区南山街道丁头北巷鸿运楼17-1号铺
2091440,潮汕大目牛肉火锅城（南山店）,火锅烤鱼,4.9,147,9.5,20,40,深圳市南山区南山街道南山大道东南侧南园枫叶公寓102（一楼102C号铺）
154624864,亿人亿面,米粉面馆,4.4,22,7,20,31,深圳市南山区粤海街道科技园科伟路6号34区9栋1层
147194468,中国兰州牛肉拉面（后海店）,米粉面馆,4.7,42,9.5,20,35,深圳市南山区后海路东登良路北育德家园3栋14号商铺
161387165,串味签(南山店),川湘菜,4.5,13,8.5,20,29,深圳市南山区南头街道常兴路126号常兴广场首层西B4商铺
143786934,常德牛肉粉（科技园店）,米粉面馆,4.1,328,6,25,37,深圳市南山区粤海街道麻雀岭工业区M2栋一楼1F-10号铺
159543987,新旺发泡菜（南山店）,粤菜,4.7,9,6,20,43,深圳市南山区丁头村1号商铺
161080607,客家菜,川湘菜,3.5,52,6,20,37,深圳市南山区南山街道南光村统建楼2栋101-5
161592618,周记土豆粉砂锅坛肉(深大店),米粉面馆,3.8,68,5,20,29,深圳市南山区粤海街道学府路桂庙新村73栋1号
156906937,唐宫小聚（海岸城店）,地方小吃,4.6,74,9,20,35,深圳市南山区粤海街道文心五路33号海岸城广场一层128号商铺
156886098,梁氏姜撞奶甜品店,甜品,4.6,960,6.5,20,37,深圳市南山区南头街道学府路金宝花园106铺
141735272,汉正街,米粉面馆,3.9,78,6.5,20,30,深圳市南山区南头街道常兴路126号常兴广场1楼4号铺
161600757,百味缘东北水饺,地方小吃,4.4,34,5,20,40,深圳市南山区南头街道南新路2229号
156873945,黄氏腌面(大板桥店),米粉面馆,4.4,45,6.5,20,39,深圳市南山区南山街道向南村大板桥8号-2
157033686,李氏姜撞奶甜品专家(前海店),甜品,4.7,61,7,20,36,深圳市南山区南头街道前海路一甲商业街36号
161342577,潮汕小吃,粤菜,3.5,35,5,20,40,深圳市南山区南山街道丁头村59号-1
146257216,湘攸大碗菜（南新店）,川湘菜,4.3,302,3.5,20,43,深圳市南山区南山街道北头村三坊20-3商铺
146007787,逸塔花园餐厅(南山店),东南亚菜,5,328,8,20,31,深圳市南山区南头街道桃园路北侧田厦翡翠明珠花园1栋二楼S3（原B50-B63）
162023291,馨香苑砂锅粥(桂庙店),包子粥店,0,3,8,20,26,深圳市南山区粤海街道桂庙新村42栋11号
162207343,老上海馄饨（大板桥店）,地方小吃,0,0,7,20,32,深圳市南山区南山街道桂庙路向南社区大板桥巷40-103
162207341,品尚品麻辣香锅（南山店）,米粉面馆,0,0,7.5,20,32,深圳市南山区南山街道大板桥巷23-2号铺
1203631,美味堡（关口路店）,炸鸡炸串,4.3,3224,7,35,39,深圳市南山区南头街道关口路29-6号铺
159194694,美芝味汉堡,汉堡,4.7,1947,7,30,39,深圳市南山区粤海街道科慧路1号沛鸿大厦A1栋118号铺
579765,常德牛肉粉(南山总店),川湘菜,4.1,3148,5,25,45,深圳市南山区南山街道向南路135号南油第二工业区210栋108铺
2122544,常德牛肉粉(南山海雅店),米粉面馆,4.3,2300,0,25,37,深圳市南山区粤海街道金钟大厦首层1-101号
146812519,夜来粥道(南山店),包子粥店,4.8,3344,4.5,5,40,深圳市南山区南头街道大新路23号艺华花园103号铺
162184349,胡同裡麻辣烫(南山中心店),麻辣烫,4.6,778,3,20,48,深圳市南山区南山街道登良路39号
156602992,HoojuK韩式炸鸡(桂庙店),炸鸡炸串,4.7,3268,5,0,48,深圳市南山区粤海街道桂庙新村48栋103
162002932,千客来烧烤（南山店）,地方小吃,4.7,171,5.5,20,37,深圳市南山区南山街道向南村六坊9栋102
161248477,CoCo韩式炸鸡(桂庙店),炸鸡炸串,4.5,1104,2,0,27,深圳市南山区粤海街道桂庙新村54栋3号铺
157165017,百多乐汉堡(白石洲店),汉堡,4.6,1582,6.93,20,39,深圳市南山区沙河街道云娜美食街8号铺
994622,尖叫麻辣烫,地方小吃,4.7,459,7,25,39,深圳市南山区南头街道马家龙工业区汇金家园C栋01层C15
1011947,一品烧烤屋,烧烤,4.6,518,12,45,34,广东省深圳市南山区南山大道3118号
161239773,光头佬咸骨粥饺子王(白石洲店),包子粥店,4.7,2217,12,20,48,深圳市南山区沙河街道新塘村一坊38-3
161643497,不一样·炸鸡汉堡,汉堡,4.9,788,5,20,44,深圳市南山区南山街道向南西村十一栋9-2
967165,民间瓦罐煨汤（南园店）,盖浇饭,4.5,1275,10,20,43,深圳市南山区南山街道南园村东街22号
161853024,缘来粥铺,包子粥店,4.8,1352,5.5,20,41,深圳市南山区南头街道关口路53号东之四号商铺
160180746,潮汕特色海鲜粥,包子粥店,3.6,535,2,20,46,深圳市南山区招商街道紫竹园商业楼37栋238号商铺
2211571,唐记柳州螺蛳粉(南油店),米粉面馆,4.5,1128,6,25,42,深圳市南山区粤海街道南油B区68栋103号
150055857,蚝园烧烤（科技园店）,地方小吃,4.5,316,10,28,38,深圳市南山区粤海街道科技园科发路9号维用综合楼一楼西铺102号
52587,瑞记三及第鱼粥,包子粥店,4.7,849,5,20,39,深圳市南山区南山街道南光商业街74号
538053,一品烧烤,烧烤,4.6,679,12,38,55,深圳市南山区南山街道南山村正巷238号
161884513,汇速客披萨,披萨意面,5,126,4,49,40,深圳市南山区西丽街道科技园科技北三路南玻电子大厦一楼A40号铺
162224862,三叔粥铺（蛇口店）,包子粥店,4.6,188,6.5,15,42,深圳市南山区粤海街道南油B区32栋111-1商铺
161619430,重庆鸡公煲(南山大道店),川湘菜,4.8,6132,5.5,20,45,深圳市南山区南山街道亿利达大厦3栋1楼1018号
161915349,百小堡炸鸡汉堡(学府店),炸鸡炸串,4.6,1069,5,20,42,深圳市南山区南山街道向南东村119栋101号 
271153,老妈红水煮活鱼王,川湘菜,4.8,1311,4,20,47,深圳市南山区南头街道南新路仓前北村17号1楼
735760,一点烧烤,烧烤,4.9,73,10,68,40,深圳市南山区南山街道南新路南山村西向5号1号铺
156418554,潮汕浅海鱼粥,海鲜,4.5,133,0,18,43,深圳市南山区粤海街道金钟大厦首层1-19号铺
161937058,民间瓦罐煨汤,米粉面馆,5,112,8,20,37,深圳市南山区粤海街道南油B区65栋106
155260200,响指儿酸菜鱼椒麻蛙(白石洲店),小龙虾,4.7,376,8,50,47,深圳市南山区沙河街道下白石一坊36号1/F一楼A
489341,爱家味烤羊排（海王店）,烧烤,4.7,191,7,20,46,深圳市南山区粤海街道南油大道东创业路北保利城花园3#4#楼一层A23商铺
162163226,锡骨香,炸鸡炸串,5,285,4.5,20,42,深圳市南山区南头街道南新路3083号大新商厦B栋1楼57号
429028,麻小二龙虾馆(南山桂庙店),小龙虾,4.8,195,7,68,37,深圳市南山区南山街道南山大道1124号南油第四工业区5#105
155163970,蚝味园烧烤,烧烤,4.9,303,9,48,39,深圳市南山区南山街道大板桥巷22号A1
154603444,个斑马音乐烧烤吧（南头店）,烧烤,4.7,212,8,50,47,深圳市南山区南头街道南新路南头街关口东街一号
1024706,二师兄烤猪蹄,烧烤,4.8,509,5,30,37,深圳市南山区粤海街道深圳湾大街天利中央广场A座2楼
156831184,渔匠屋日本料理,日韩料理,4.8,326,5,88,47,深圳市南山区粤海街道龙城路后海花园2栋4号铺
867376,骆家鸡,简餐,4.9,227,4.5,50,36,深圳市南山区南山街道学府路荔芳村B栋113-22号
155787854,卡吉诺韩式炸鸡啤酒屋,炸鸡炸串,4.9,312,11.8,40,45,深圳市南山区粤海街道兴南路南油生活B区74栋103铺
156991407,经典红烧牛肉面,米粉面馆,3.9,395,5,20,37,深圳市南山区南头街道大新路汇金家园一楼C9号
156233995,金窑鸡(白石洲店),烧烤,4.3,243,25,0,46,深圳市南山区沙河街道下白石一坊9-2栋102号
156903225,宁大头脆皮烧鸡,鸭脖卤味,5,158,10,35,46,深圳市南山区沙河街道塘头三坊27号106房
604539,三昧真火烧烤（南山店）,烧烤,4.8,262,7,40,46,深圳市南山区南头街道南新路以西荔园路北侧旺海怡苑商铺21号
161928265,1号粥店(南山店),包子粥店,4.7,636,4,20,43,深圳市南山区南山街道南园社区南园新村新六坊7号106
151682683,聚箸(南山店),川湘菜,4.6,1057,0,20,32,深圳市南山区南山街道桂庙路22号向南瑞峰B126
1970436,贝星恋韩式炸鸡(啤酒屋),炸鸡炸串,4.6,550,8.8,40,56,深圳市南山区粤海街道兴南路南油B区70栋102
161919241,壹品粥铺(南山店),地方小吃,4.9,135,5,20,41,深圳市南山区南头街道大新新村119栋一楼02商铺
151994855,一粥时光,包子粥店,4.7,1652,6,20,43,深圳市南山区南山街道正龙村69-2号
161624673,一路撩串烧烤店,烧烤,5,155,5,20,36,深圳市南山区南头街道南油大道荟芳园A-B裙楼107
161914104,虾吻小龙虾香辣蟹牛蛙烧烤(南山店),川湘菜,4.1,419,0,0,30,深圳市南山区南山街道中兴之家4栋C铺107
1001023,正宗天福麻辣烫,麻辣烫,4.8,326,8,20,36,广东省深圳市南山区南山大道2009号
156187772,辣先锋麻辣香锅,香锅砂锅,4.3,227,10,108,38,深圳市南山区粤海街道南油生活B区23栋117号
155900907,花椒千签荟串串香(南山店),川湘菜,4.3,317,12,36,47,深圳市南山区南山街道南商路B区73栋113-114号商铺
637810,爽滑饺子王咸骨煲仔(关口店),饺子馄饨,4.9,144,5,20,37,深圳市南山区南头街道关口路东方美地苑第一栋9号铺
162203253,卤先生卤汁饭(南山店),东南亚菜,4.7,555,4,20,42,深圳市南山区南头街道大新新村34号101-2号
161109141,卢记鱼粥汤粉面(桂庙店),米粉面馆,5,125,11,30,38,深圳市南山区南山街道桂庙路向南东街11-1号
159323831,Hotties火辣炸鸡（南山店）,炸鸡炸串,4.7,363,4,0,38,深圳市南山区南头街道义学街一坊47号一楼104
1020834,恩典榴莲披萨,披萨意面,4.8,426,9,30,47,深圳市南山区粤海街道创业路8-19
161777451,常德牛肉粉,米粉面馆,4.4,263,3,20,36,深圳市南山区粤海街道科技园科苑路坚达大厦一楼南侧3号
150149499,钵钵香蒸菜馆,川湘菜,4.7,1322,3,25,38,深圳市南山区南头街道田厦社区常兴一街12号
160177911,大汉堡.炸鸡汉堡(桂庙店),炸鸡炸串,4.5,486,6,20,40,深圳市南山区南山街道向南西街92-1
162028167,百味粉家,米粉面馆,0,2,5,20,29,深圳市南山区粤海街道科技园南一路万德莱大厦首层厂房D区DB17-7号
155177305,蜀胃冒菜,川湘菜,4.9,707,7,30,38,深圳市南山区南头街道南新路南山统建商住楼1D之一
154362851,虾痴瞎说（南山店）,小龙虾,5,128,14,80,40,深圳市南山区南山街道桂庙路向南西街52号
161372109,酋长精品冒菜(深大店),麻辣烫,5,217,6,0,35,深圳市南山区南山街道荔芳二街8-4号
2303645,幸福的紫菜包饭,日韩料理,4.7,251,10,30,42,深圳市南山区粤海街道后海社区华兴北街19号后海工业区5栋1号铺
161282627,觅味小龙虾酸菜鱼(海雅缤纷店),川湘菜,4.5,416,9,20,36,深圳市宝安区新安街道七区甲岸村278栋102号
157513192,百味馆,简餐,4.3,3705,4,0,38,深圳市南山区南头街道玉泉路麒麟新村A栋A单元18-4
161095618,一品烧烤屋(南新店),烧烤,4.6,103,12,55,40,深圳市南山区南头街道南新路2145号
164660,我的烧烤,烧烤,4.7,463,16,48,55,深圳市南山区南新路南山村正17号1楼
158465337,重庆风味快餐店,川湘菜,4.8,56,5,20,37,深圳市南山区南山街道南光路海德二道南光村105-4
152322997,元隆烧鸡（兴华店）,地方小吃,5,22,15,199,0,深圳市宝安区新安街道44区兴华一路北B2栋104号
162185891,鼎上•炸鸡汉堡(南山店）,炸鸡炸串,3.8,80,5,20,47,深圳市南山区南头街道大新新村135-2号
161669197,阿芙特浓椰皇冻(来福士店),甜品,4.9,56,3,20,34,深圳市南山区南山街道登良引进商住楼底层1号
140251,七里湘城市快餐,盖浇饭,3.7,966,3,20,38,深圳市南山区海德二道南光商业街16号
158103157,大榕树现炒家常菜,川湘菜,4.6,390,4.5,16,33,深圳市南山区粤海街道科发路9号维用综合楼一楼西商铺
161035744,一品烧烤屋(南头店),烧烤,4.9,129,15,58,38,深圳市南山区南头城中山东街73号106-107
161876288,味之味(南园店),川湘菜,4.4,1067,4,20,45,深圳市南山区南山街道南园村东街115号103号铺
311521,最牛的牛杂(岭南第一锅）,米粉面馆,4.8,145,6,15,35,深圳市南山区学府路107-7号
161581340,特色烧烤屋,烧烤,4.6,44,13,50,32,深圳市南山区南头街道南山大道3118号
162005781,东北水饺（南山店）,东北菜,0,3,6,20,39,深圳市南山区南山街道向南东村39-1
153454885,肉蟹煲（白石洲店）,烧烤,4.3,293,20,30,44,深圳市南山区沙河街道白石洲塘头一坊25号-1
162035334,渔跃私房菜(后海店),简餐,4.6,22,5,20,44,深圳市南山区粤海街道南油B区浪漫满屋32栋105号
159191463,三昧真火烧烤(美年广场店),烧烤,4.3,125,20,80,45,深圳市南山区招商街道南海大道龙电家园B区1栋102号铺
161899446,饭小样蛋包饭,盖浇饭,4.4,2509,4,20,38,深圳市南山区南头街道南新路3083号大新旺角商城B栋二楼20号铺
156750528,小龙虾大闸蟹,小龙虾,5,55,15,108,46,深圳市南山区粤海街道南商路南门一坊B033号
160205414,国王鼎精品外卖火锅,火锅烤鱼,5,97,6,20,32,深圳市南山区南山街道学府路荔芳村二街6-1铺
158237755,美味肉蟹煲(南山店),地方小吃,4.3,209,9.5,35,45,深圳市南山区南山街道南园村43号101-1
161649072,至尊比萨（南头店),披萨意面,4.8,284,3,25,46,深圳市南山区南头街道宝龙麒麟新村A栋6号铺
1220841,龙巢盱眙龙虾(南山店）,川湘菜,5,109,10,48,37,深圳市南山区粤海街道南海大道龙城粤海大厦商铺02
157818820,钢管厂小郡肝串串香火锅,火锅烤鱼,4.4,6,5,49,0,深圳市南山区南山街道 南新路2018-3仓前锦福苑04-05栋
145317929,江西特色瓦罐汤木桶饭(科技园店),川湘菜,3.5,20,4.5,20,41,深圳市南山区南头街道艺园路94号
161864221,小幸运榴莲比萨,披萨意面,5,115,5,0,44,深圳市南山区南山街道荔芳村8-7号一楼
2218977,富城美食烧烤,烧烤,4.7,82,10,78,0,深圳市南山区南山街道南山村西巷5-2号铺
161279996,秘什外卖,川湘菜,4.6,413,6,20,47,深圳市南山区南头街道大新路90-10商铺
409357,杉菜家韩国炸鸡,炸鸡炸串,4.7,217,4.5,0,32,深圳市南山区粤海街道南海大道3005-11（荟芳园商业街）
156045789,浓农情怡鲜炖燕窝(科技园中心店),其他菜系,5,254,0,0,46,深圳市南山区粤海街道深圳湾科技生态园1栋01层30号
157137286,知己小龙虾,小龙虾,5,40,42,228,37,深圳市宝安区新安街道兴华一路北四巷2-1
157137286,知己小龙虾,小龙虾,5,40,42,228,37,深圳市宝安区新安街道兴华一路北四巷2-1
158730278,渝村麻辣香锅烤鱼（南山店）,川湘菜,5,272,5,20,44,深圳市南山区南山街道向南西街70-2号
161585396,重庆火锅米线,地方小吃,4.5,115,6,20,37,深圳市南山区南山街道南山大道2015号光大村C栋113号
161901494,汕头达濠鱼丸粉面店,米粉面馆,0,4,5,20,42,深圳市南山区粤海街道华明路南乐雅苑9－16
157641520,丰味虾蟹鸡煲(南山店),海鲜,4.9,63,10,60,36,深圳市南山区南头街道一甲南街133–19铺位
161893081,乐乐东北水饺,饺子馄饨,5,30,5,20,43,深圳市南山区粤海街道华明路信泽南乐雅苑4号
151563006,虾哥（白石洲店）,小龙虾,0,2,10,68,0,深圳市南山区沙河街道华夏路塘头一坊一号之三
153038133,壹只蟹蟹煲饭(南山店),简餐,4.2,5811,4,20,38,深圳市南山区南山街道学府路荔芳村荔芳二街8-3
150137924,莫老爷桂林米粉南油店,米粉面馆,4.7,1060,7.5,20,44,深圳市南山区南山街道粤海路南联大厦一楼101-1
155475031,LaPizza乐披萨(白石洲店),披萨意面,0,3,35,150,0,深圳市南山区沙河街道沙河东路186号中海深圳湾畔花园商业2区01层商铺3C015
161869754,面鼎天(天利店),川湘菜,4,7,6,20,37,深圳市南山区南山街道南光村105栋-1号
160108458,迎春东北水饺,东北菜,5,59,6.5,20,34,深圳市南山区南头街道学府路68号-30
156769854,哎哟沙拉,西餐,4.6,567,16.9,99,39,深圳市南山区沙河街道云娜美食街7号铺
156783049,哈哈镜（深圳南山店）,鸭脖卤味,4.5,46,10,50,37,深圳市南山区南头街道义学街三坊8-6-105号
161919299,刘抄手重庆小面馆,川湘菜,3.5,19,5,20,36,深圳市南山区南山街道学府路111-10-1
161706223,康妮黛西咖啡,咖啡,4.7,78,8,20,30,深圳市南山区南头街道南油大道与学府路交汇处荟芳园A-B裙楼101
161681410,鱼的错酸菜鱼米饭(科技园店）,川湘菜,3.9,315,5,20,28,深圳市南山区粤海街道南海大道4040号豪方花园1-111号
161255513,品膳品花胶炖汤,粤菜,5,47,25,20,34,深圳市南山区沙河街道上白石一坊42号-2
160240599,丰哥沙蟹美食一绝(白石洲店),地方小吃,3.5,9,5,48,0,深圳市南山区沙河街道白石洲东四坊109号
161624734,新煮意海鲜鸡煲,粤菜,4.7,15,12,60,0,深圳市南山区南头街道南头花园一甲楼131铺
162214429,沙县小吃,米粉面馆,0,2,6.5,20,33,深圳市南山区南头街道关口路29-3
161616412,猫老大东北烧烤(学府店),地方小吃,5,23,6.5,20,35,深圳市南山区南山街道学府路2028号仓前锦福苑06-07栋一层37号铺
151909094,贡茶(连锁半价店),奶茶果汁,4.1,84,9.33,60,30,深圳市南山区南山街道南新路南山村南巷82号102铺
161940774,圳多宝美食馆,盖浇饭,0,0,8,20,31,深圳市南山区南头街道桃园路122-14
156419556,彩虹美式寿司,甜品,4.5,358,3,35,56,深圳市南山区南山街道南光社区正龙村39栋3号铺
2067768,贡茶（海雅缤纷城店),地方小吃,4.3,269,6,80,46,深圳市宝安区新安街道7区甲岸村村西8号
161887388,精品牛肉面（大新店）,地方小吃,5,27,7.5,20,39,深圳市南山区南头街道桃李路绿海名都5栋2号铺
157066389,全汁 冷压排毒蔬果汁,奶茶果汁,5,87,8,54,36,深圳市前海深港合作区前湾一路1号A栋201室（入驻深圳市前海商务秘书有限公司）经营场所：深圳市南山区科技园粤海街道办琼宇路5号51大厦二楼210房
162231360,晴天挪威三文鱼(宝安店),日韩料理,5,11,5,68,48,深圳市宝安区新安街道海乐社区兴华一路北十五巷10号101
157656214,惊喜港式茶餐厅,粤菜,4.5,116,5,30,49,深圳市南山区南山街道南新路阳光科创一期（1栋）裙楼1层16号-1
151696912,韩国兄弟炸鸡,炸鸡炸串,5,139,3,20,36,深圳市南山区南山街道荔芳村荔芳二街11-3号
161941139,飘湘家常菜,盖浇饭,5,10,8,20,34,深圳市南山区南头街道南新路东侧桃园路南侧田厦商业大楼(原物质大厦)一层10号铺
161580559,津市常德牛肉粉(学府店),米粉面馆,5,73,6.5,20,32,深圳市南山区南山街道学府路荔芳村A104号6-3
2125444,1点点（学府路店）,奶茶果汁,4.9,2444,8.5,20,37,深圳市南山区南山街道学府路荔芳村B栋128
896142,CoCo都可（学府店）,咖啡,4.9,745,8.5,20,32,深圳市南山区学府路荔芳村A栋126号
158368880,维星verones （南山店）,咖啡,5,277,6,20,25,深圳市南山区粤海街道学府路桂庙新村学府商业城35-1-10号
2157117,YO！Tea有茶(海雅百货店),甜品,5,703,7,20,37,深圳市南山区粤海街道南海大道东鹏龙商业城负一楼－IS05号商铺
22630,黑龙茶（深大店）,奶茶果汁,5,323,3,0,30,深圳市南山区学府东路厚德品园6-6号-2
156904584,85度C（深圳天利广场店）,甜品,5,343,8.5,30,35,深圳市南山区粤海街道商业文化中心区天利中央商务广场（二期）165、166
1022852,鲜果匠（学府店）,水果,4.6,1090,6.5,20,42,深圳市南山区南头街道学府路112号
1022852,鲜果匠（学府店）,水果,4.6,1090,6.5,20,42,深圳市南山区南头街道学府路112号
155777138,伊米蛋糕（登良路店）,蛋糕,5,97,10,0,38,深圳市南山区粤海街道登良路南油B区11-5号
1355364,烘焙物语面包店,蛋糕,4.3,102,6,20,35,深圳市南山区南山街道南山大道与创业路交汇处南光城市花园1栋D26
161565927,甘草果果(深大店),水果,4.8,93,7,20,25,深圳市南山区粤海街道学府路桂庙新村35-1-9
1539847,顺品甜品(深大总店),蛋糕,5,97,5,20,32,深圳市南山区粤海街道学府东路厚德品园6-4之二
2074061,姐妹豆花,甜品,4.5,216,0,18,39,深圳市南山区粤海街道学府东路桂庙新村98栋
161647887,花千语（厚德品园店）,鲜花,5,40,0,0,0,深圳市南山区粤海街道学府路6号厚德品园首层101
156884008,百果园（南山学府店）,水果,4.2,268,8,20,29,深圳市南山区学府宏观怨102室
159256650,鲜果匠（南山大道店）,水果,4.7,789,6.5,20,46,深圳市南山区南山街道南山大道1041号南园综合楼一楼9号铺
155154644,爽爽甜品（学府城店）,甜品,4.7,195,6,20,28,深圳市南山区粤海街道桂庙新村学府城购物街35-1-25号
157034866,八喜冰淇淋蛋糕（新安店）,甜品,4.4,17,0,15,0,深圳市宝安区新安街道宝民一路78号A1701
898652,花开时间花艺工作室,鲜花,5,25,10,0,0,深圳市南山区白石4025桂庙新村26-1栋
152111514,皇茶(桃苑店),咖啡,5,153,6.5,20,33,深圳市南山区南头街道桃苑小区7栋101
159387244,家果园(缤纷店）,水果,4.6,90,7,20,27,深圳市南山区南头街道缤纷年华家园裙楼A20
154691217,秋尼尔泡芙家族（来福士店）,甜品,4.9,46,9.5,20,39,深圳市南山区南山街道南海大道2163号B1层50A
157031326,美宜佳(学府店),大型超市,5,139,5,30,27,深圳市南山区南头街道学府路荔苑小区综合楼一楼商铺76-4-2
157523067,一只酸奶牛(深大店),甜品,5,63,6,20,25,深圳市南山区粤海街道桂庙新村37号西部校园风味美食街D6档铺
155863565,杏记甜品（南山欢乐颂店）,甜品,4.9,43,8.5,20,30,深圳市南山区南头街道南新3030欢乐颂购物中心一楼
161387206,雅岛英皇茶,咖啡,5,155,8.5,20,32,深圳市南山区南山街道学府路荔芳村B栋125号
161418696,米粒嗷,奶茶果汁,4,57,5,20,28,深圳市南山区粤海街道桂庙新村68-3
161511610,麋鹿霜临甜品屋(深大店),甜品,4.6,47,8,20,33,深圳市南山区粤海街道厚德品园ABC裙楼108号Friday商场L-1-003号
152339617,钰记化州冰冻糖水店,甜品,4.6,14,9,20,34,深圳市南山区南山街道丁头村195号
151710910,贡茶(桂庙店),甜品,4.7,370,5,15,46,深圳市南山区粤海街道学府路桂庙新村46栋104号铺
161289833,果萌（南山店）,水果,4.8,117,6,20,45,深圳市南山区南头街道大新村福惠街3号101室
159420733,美宜多生活超市(学府店),大型超市,5,173,7.5,20,30,深圳市南山区南山街道荔芳村B栋125号-2
864987,邻活生鲜水果超市（科技园店）,水果,4,251,5,20,31,深圳市南山区粤海街道南海大道晶品居裙楼140-141商铺
157005008,云顶新茶(阳光科创店),甜品,4,38,11.5,20,38,深圳市南山区南山街道阳光科创中心一期裙楼01层03号
102681,蜜蜜香饼屋,面包,5,14,5,15,0,深圳市南山区桂庙新村35-1号1楼101号铺
161280960,热麦喜(学府路店),咖啡,4.4,27,6.5,20,34,深圳市南山区南头街道桃苑单身公寓A栋102
1776395,美宜佳(南山赛格店),大型超市,4.4,44,9,20,31,深圳市南山区南头街道南山大道2040号百仕成大厦商铺107号
160171653,梵茶(常兴路店),甜品,5,47,8.5,20,34,深圳市南山区南头街道常兴南路田厦统建楼5栋1层NT-L102
157406651,粒上皇(南山大道),休闲零食,5,43,9,20,31,深圳市南山区南山大道2040号百仕成大厦南侧仓前临时商业街一楼106
150838613,化州爽爽甜品（南园店）,甜品,3.8,412,6.5,20,36,深圳市南山区南山街道南园村新三坊8号
145466035,徐其修凉茶,茶行,4.9,40,9.5,20,43,深圳市南山区学府路北前海天朗风清家园A栋裙楼112-1
157681635,乐品屋糖水,甜品,5,30,9,20,35,深圳市南山区南头街道大新新村137栋1楼103
156019735,通盛商行,便利店,4.4,3,9.5,20,28,深圳市南山区南山街道桂庙路36号
157058592,皇家一号,大型超市,4.9,12,9.5,20,33,深圳市南山区南山街道南山大道中兴之家东座首层2017-14
161109474,广信鲜果行(南山店),水果,5,35,9,20,37,深圳市南山区南头街道大新新村72栋102
161204459,舜达台盖（桂庙店）,甜品,4,8,7,20,28,深圳市南山区粤海街道 桂庙新村37号楼一楼内部专柜D1号
161765830,百佳鲜花（南海道店）,鲜花,0,0,0,0,0,深圳市南山区南山街道南海大道2163号04层29号
699446,满哥甜品（前海店）,甜品,4.4,17,9,20,39,深圳市南山区南头街道前海路西桃园路港湾丽都花园121号（136号铺）
156610954,皇茶（中影百汇亿利达店）,甜品,5,24,6,20,36,深圳市南山区南山街道南山大道与创业路交界处亿利达大厦A栋一楼3号街铺
161408737,7-Eleven便利店(佳嘉豪苑-0701),便利店,4.6,137,9,20,35,深圳市南山区商业文化中心区文心二路佳嘉豪苑商铺1号A、B号商铺
603467,淘禧贡茶（深大店）,奶茶果汁,5,10,8,20,29,深圳市南山区深圳大学7栋（芸香阁）一楼101
154041720,鲜茶时光,咖啡,5,1,9,20,31,深圳市南山区粤海街道创业路3-1-7
156358589,八喜冰淇淋蛋糕（华侨城店）,蛋糕,5,24,0,15,0,深圳市南山区南山街道深南大道9009号G楼
2050512,优信正品商行,大型超市,5,36,0,35,0,深圳市南山区南头街道前海路西学府路北绿海名都1栋一层108C号商铺
926008,天天便利店,大型超市,5,68,4,35,35,深圳市南山区南山街道桂庙路237-7
